Data As Of,Jurisdiction,Year of Death,Month of Death,Time Period,Month Ending Date,Maternal Deaths,Live Births,Maternal Mortality Rate,Footnote,Group_Total,Group_Age,Subgroup_Total,Subgroup_Under 25 years,Subgroup_25-39 years,Subgroup_40 years and over,Subgroup_Hispanic,"Subgroup_American Indian or Alaska Native, Non-Hispanic","Subgroup_Asian, Non-Hispanic","Subgroup_Black, Non-Hispanic","Subgroup_Native Hawaiian or Other Pacific Islander, Non-Hispanic"
10/06/2024,United States,2024,6,12 month-ending,06/30/2024,0.22512407209298846,0.00019399925629207332,0.23449741947518962,Data counts between 1-9 have been suppressed in accordance with NCHS confidentiality standards.,0,0,0,0,0,0,0,0,0,0,1
10/06/2024,United States,2019,1,12 month-ending,01/31/2019,0.23378702962369893,0.5146400625667451,0.10500352360817476,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,2,12 month-ending,02/28/2019,0.2297838270616493,0.5138688295069428,0.10359408033826638,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,3,12 month-ending,03/31/2019,0.23939151321056845,0.5119150743774092,0.10852713178294573,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,4,12 month-ending,04/30/2019,0.24499599679743794,0.5117059892307916,0.1113460183227625,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,5,12 month-ending,05/31/2019,0.2626100880704563,0.5108095697477611,0.11909795630725861,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,6,12 month-ending,06/30/2019,0.2650120096076861,0.5090815736436262,0.12050739957716702,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,7,12 month-ending,07/31/2019,0.2642113690952762,0.5094806880753976,0.12050739957716702,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,8,12 month-ending,08/31/2019,0.2586068855084067,0.5083997972668072,0.11768851303735023,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,9,12 month-ending,09/30/2019,0.2642113690952762,0.5083638028618198,0.12050739957716702,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,10,12 month-ending,10/31/2019,0.2682145716573258,0.5074901445466491,0.12262156448202959,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,11,12 month-ending,11/30/2019,0.2706164931945556,0.5054350228207174,0.12403100775193798,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,12,12 month-ending,12/31/2019,0.2746196957566053,0.5045835963439211,0.12614517265680053,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,1,12 month-ending,01/31/2020,0.2722177742193755,0.503445537950939,0.12544045102184637,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,2,12 month-ending,02/29/2020,0.2762209767814251,0.5036360965655778,0.12684989429175475,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,3,12 month-ending,03/31/2020,0.2730184147317854,0.5032335414921533,0.12544045102184637,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,4,12 month-ending,04/30/2020,0.266613290632506,0.5017612115293254,0.12332628611698378,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,5,12 month-ending,05/31/2020,0.2610088070456365,0.4994588929338483,0.1212121212121212,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,6,12 month-ending,06/30/2020,0.2634107285828663,0.49909047961221314,0.12262156448202959,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,7,12 month-ending,07/31/2020,0.2674139311449159,0.4972576762700268,0.12473572938689216,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,8,12 month-ending,08/31/2020,0.2754203362690152,0.4941648040885409,0.12896405919661733,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,9,12 month-ending,09/30/2020,0.28342674139311447,0.492255777300499,0.13319238900634248,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,10,12 month-ending,10/31/2020,0.2818254603682946,0.4894402737692097,0.13319238900634248,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,11,12 month-ending,11/30/2020,0.28022417934347477,0.4872671115680989,0.13319238900634248,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,12,12 month-ending,12/31/2020,0.2818254603682946,0.4854006958036082,0.1346018322762509,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,1,12 month-ending,01/31/2021,0.28582866293034426,0.4826738549610744,0.13742071881606766,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,2,12 month-ending,02/28/2021,0.2818254603682946,0.48142781335313023,0.13601127554615927,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,3,12 month-ending,03/31/2021,0.2746196957566053,0.4823390540617436,0.1317829457364341,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,4,12 month-ending,04/30/2021,0.28983186549239387,0.4832518827588123,0.138830162085976,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,5,12 month-ending,05/31/2021,0.2954363490792634,0.48352713409106846,0.1416490486257928,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,6,12 month-ending,06/30/2021,0.29383506805444354,0.4856346594360259,0.1402396053558844,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,7,12 month-ending,07/31/2021,0.2954363490792634,0.48645617879691344,0.14094432699083861,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,8,12 month-ending,08/31/2021,0.3162530024019215,0.48836308826701497,0.1501057082452431,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,9,12 month-ending,09/30/2021,0.3506805444355484,0.4903271653215081,0.16560958421423536,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,10,12 month-ending,10/31/2021,0.36909527622097676,0.4918307257239573,0.17406624383368569,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,11,12 month-ending,11/30/2021,0.37630104083266613,0.4948666949857941,0.17618040873854826,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,12,12 month-ending,12/31/2021,0.4027221777421937,0.49710522937831575,0.18745595489781536,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,1,12 month-ending,01/31/2022,0.4139311449159327,0.49791139818413516,0.1923890063424947,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,2,12 month-ending,02/28/2022,0.42353883106485185,0.49784232068632855,0.19732205778717404,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,3,12 month-ending,03/31/2022,0.42273819055244194,0.49696707438270254,0.19732205778717404,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,4,12 month-ending,04/30/2022,0.4067253803042434,0.4951927619486206,0.19027484143763213,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,5,12 month-ending,05/31/2022,0.3955164131305044,0.4936143014240286,0.18604651162790695,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,6,12 month-ending,06/30/2022,0.4051240992794235,0.4912235848045384,0.19097956307258632,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,7,12 month-ending,07/31/2022,0.4035228182546037,0.4894609176191289,0.19097956307258632,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,8,12 month-ending,08/31/2022,0.37469975980784626,0.4891496718818854,0.17758985200845664,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,9,12 month-ending,09/30/2022,0.32906325060048036,0.4866642052845609,0.15644820295983086,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,10,12 month-ending,10/31/2022,0.3138510808646917,0.48495447104766215,0.1501057082452431,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,11,12 month-ending,11/30/2022,0.3042433947157726,0.48476629441570623,0.14517265680056377,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,12,12 month-ending,12/31/2022,0.28022417934347477,0.48468795365191025,0.13389711064129667,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,1,12 month-ending,01/31/2023,0.2650120096076861,0.48503281181145813,0.12684989429175475,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,2,12 month-ending,02/28/2023,0.2562049639711769,0.48390692799663343,0.12262156448202959,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,3,12 month-ending,03/31/2023,0.25060048038430743,0.4824835610111781,0.12050739957716702,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,4,12 month-ending,04/30/2023,0.24339471577261806,0.48075477091281543,0.11698379140239605,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,5,12 month-ending,05/31/2023,0.23939151321056845,0.48082014310422627,0.11557434813248765,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,6,12 month-ending,06/30/2023,0.2297838270616493,0.4802482025955671,0.1106412966878083,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,7,12 month-ending,07/31/2023,0.2209767814251401,0.4787089124528731,0.10711768851303734,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,8,12 month-ending,08/31/2023,0.2185748598879103,0.4765571880959092,0.10641296687808315,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,9,12 month-ending,09/30/2023,0.2185748598879103,0.47490594476711484,0.10641296687808315,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,10,12 month-ending,10/31/2023,0.21297037630104082,0.47464657331941196,0.10429880197322057,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,11,12 month-ending,11/30/2023,0.2041633306645316,0.4730638781589391,0.1000704721634954,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,12,12 month-ending,12/31/2023,0.20816653322658124,0.47047863295367176,0.102184637068358,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,1,12 month-ending,01/31/2024,0.20496397117694154,0.4699535381044446,0.10077519379844961,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,2,12 month-ending,02/29/2024,0.20736589271417133,0.4712988289908466,0.102184637068358,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,3,12 month-ending,03/31/2024,0.21056845476381103,0.4706535763484999,0.10359408033826638,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,4,12 month-ending,04/30/2024,0.21136909527622097,0.4719250257717293,0.10359408033826638,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,5,12 month-ending,05/31/2024,0.21697357886309046,0.47179825136004594,0.10641296687808315,,0,0,0,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,6,12 month-ending,06/30/2024,0.2177742193755004,0.4694782002268177,0.10782241014799154,,0,0,0,0,0,0,0,0,0,0,0
