Data As Of,Jurisdiction,Year of Death,Month of Death,Time Period,Month Ending Date,Maternal Deaths,Live Births,Maternal Mortality Rate,Footnote,Group_Total,Group_Age,Subgroup_Total,Subgroup_Under 25 years,Subgroup_25-39 years,Subgroup_40 years and over,Subgroup_Hispanic,"Subgroup_American Indian or Alaska Native, Non-Hispanic","Subgroup_Asian, Non-Hispanic","Subgroup_Black, Non-Hispanic","Subgroup_Native Hawaiian or Other Pacific Islander, Non-Hispanic"
10/06/2024,United States,2019,1,12 month-ending,01/31/2019,0.5284227381905524,0.9999999999999999,0.12262156448202959,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,2,12 month-ending,02/28/2019,0.5228182546036829,0.9988653822486709,0.1219168428470754,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,3,12 month-ending,03/31/2019,0.5260208166533227,0.995740485633336,0.12262156448202959,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,4,12 month-ending,04/30/2019,0.5348278622898318,0.9958868452359684,0.12473572938689216,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,5,12 month-ending,05/31/2019,0.5652522017614091,0.9947657253865096,0.1317829457364341,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,6,12 month-ending,06/30/2019,0.5764611689351481,0.9919274606873607,0.13530655391120505,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,7,12 month-ending,07/31/2019,0.577261809447558,0.9931547110985836,0.13530655391120505,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,8,12 month-ending,08/31/2019,0.5788630904723778,0.9923435136626556,0.13530655391120505,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,9,12 month-ending,09/30/2019,0.5836669335468374,0.9931398898730005,0.13671599718111344,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,10,12 month-ending,10/31/2019,0.5916733386709367,0.9926806965446694,0.138830162085976,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,11,12 month-ending,11/30/2019,0.6020816653322658,0.9898707509729736,0.1416490486257928,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,12,12 month-ending,12/31/2019,0.6036829463570856,0.9893509494185976,0.1416490486257928,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,1,12 month-ending,01/31/2020,0.5924739791833467,0.9877232612518906,0.13953488372093023,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,2,12 month-ending,02/29/2020,0.5924739791833467,0.9884354740741034,0.13953488372093023,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,3,12 month-ending,03/31/2020,0.6012810248198558,0.9877441697665523,0.1416490486257928,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,4,12 month-ending,04/30/2020,0.6140912730184147,0.9855027240618627,0.14446793516560957,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,5,12 month-ending,05/31/2020,0.610888710968775,0.9815578960740954,0.14446793516560957,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,6,12 month-ending,06/30/2020,0.6196957566052842,0.9810476224504513,0.14658210007047215,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,7,12 month-ending,07/31/2020,0.6349079263410728,0.9778692635571204,0.1508104298801973,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,8,12 month-ending,08/31/2020,0.6429143314651721,0.9720297006774093,0.1536293164200141,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,9,12 month-ending,09/30/2020,0.66533226581265,0.9683042797612194,0.15997181113460182,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,10,12 month-ending,10/31/2020,0.6749399519615692,0.9630221008293268,0.1627906976744186,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,11,12 month-ending,11/30/2020,0.6701361088871096,0.9589227086319081,0.1620859760394644,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2020,12,12 month-ending,12/31/2020,0.6893514811849479,0.9539141930438164,0.16772374911909796,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,1,12 month-ending,01/31/2021,0.7149719775820657,0.9466226793864541,0.17547568710359407,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,2,12 month-ending,02/28/2021,0.7197758206565251,0.9423089087475667,0.17758985200845664,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,3,12 month-ending,03/31/2021,0.7157726180944756,0.9425913060278718,0.17618040873854826,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,4,12 month-ending,04/30/2021,0.7197758206565251,0.9433138407750441,0.17758985200845664,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,5,12 month-ending,05/31/2021,0.7293835068054443,0.9431632465365309,0.17970401691331922,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,6,12 month-ending,06/30/2021,0.7237790232185748,0.9461891585381507,0.17758985200845664,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,7,12 month-ending,07/31/2021,0.7269815852682145,0.9473748565847925,0.17829457364341084,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,8,12 month-ending,08/31/2021,0.7902321857485989,0.9501935360929925,0.1930937279774489,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,9,12 month-ending,09/30/2021,0.8670936749399519,0.9539075764252526,0.2114164904862579,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,10,12 month-ending,10/31/2021,0.9055244195356285,0.9566412985510928,0.2198731501057082,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,11,12 month-ending,11/30/2021,0.9263410728582866,0.9617051290703782,0.2241014799154334,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2021,12,12 month-ending,12/31/2021,0.9647718174539631,0.9673181389304631,0.2318534178999295,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,1,12 month-ending,01/31/2022,0.9895916733386708,0.9719950295961347,0.23678646934460887,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,2,12 month-ending,02/28/2022,0.9999999999999999,0.9744754675633507,0.23819591261451722,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,3,12 month-ending,03/31/2022,0.9855884707766213,0.9757371243911056,0.23467230443974627,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,4,12 month-ending,04/30/2022,0.9607686148919135,0.97453342914197,0.22903453136011273,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,5,12 month-ending,05/31/2022,0.9375500400320256,0.97365050756081,0.2233967582804792,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,6,12 month-ending,06/30/2022,0.9447558046437149,0.9715760653086718,0.22621564482029596,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,7,12 month-ending,07/31/2022,0.932746196957566,0.9701746654968484,0.2233967582804792,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,8,12 month-ending,08/31/2022,0.854283426741393,0.9716676393095954,0.204369274136716,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,9,12 month-ending,09/30/2022,0.7542033626901521,0.9680933419614038,0.1811134601832276,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,10,12 month-ending,10/31/2022,0.7157726180944756,0.9658148431927566,0.17195207892882308,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,11,12 month-ending,11/30/2022,0.6965572457966372,0.9672487967679141,0.16701902748414374,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2022,12,12 month-ending,12/31/2022,0.654123298638911,0.9682354669281553,0.15715292459478505,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,1,12 month-ending,01/31/2023,0.6132906325060048,0.9694587473682399,0.14728682170542634,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,2,12 month-ending,02/28/2023,0.6044835868694955,0.9681666540950913,0.14517265680056377,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,3,12 month-ending,03/31/2023,0.610088070456365,0.9660218110214338,0.14658210007047215,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,4,12 month-ending,04/30/2023,0.6068855084067254,0.9633672236536173,0.14658210007047215,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,5,12 month-ending,05/31/2023,0.5860688550840673,0.963888348531706,0.14094432699083861,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,6,12 month-ending,06/30/2023,0.5732586068855083,0.963243360554102,0.13812544045102185,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,7,12 month-ending,07/31/2023,0.5636509207365892,0.9608018283040415,0.13601127554615927,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,8,12 month-ending,08/31/2023,0.5508406725380304,0.9572153563776924,0.13389711064129667,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,9,12 month-ending,09/30/2023,0.5516413130504403,0.9554357506487593,0.13389711064129667,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,10,12 month-ending,10/31/2023,0.5412329863891112,0.9560476555335442,0.1317829457364341,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,11,12 month-ending,11/30/2023,0.5356285028022417,0.9536868460299626,0.1303735024665257,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2023,12,12 month-ending,12/31/2023,0.5388310648518815,0.9492481536325896,0.1317829457364341,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,1,12 month-ending,01/31/2024,0.5420336269015211,0.9485404401110002,0.13248766737138828,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,2,12 month-ending,02/29/2024,0.5420336269015211,0.951730708917746,0.13248766737138828,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,3,12 month-ending,03/31/2024,0.5436349079263411,0.9512897774566511,0.13248766737138828,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,4,12 month-ending,04/30/2024,0.5428342674139311,0.9540671692650127,0.13248766737138828,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,5,12 month-ending,05/31/2024,0.5652522017614091,0.9549032451867407,0.13742071881606766,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2024,6,12 month-ending,06/30/2024,0.5668534827862289,0.952027398094149,0.13812544045102185,,1,0,1,0,0,0,0,0,0,0,0
10/06/2024,United States,2019,1,12 month-ending,01/31/2019,0.07846277021617293,0.23691782027411323,0.07610993657505286,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,2,12 month-ending,02/28/2019,0.08246597277822257,0.23608571432352352,0.080338266384778,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,3,12 month-ending,03/31/2019,0.08086469175340272,0.23473671813072583,0.07963354474982381,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,4,12 month-ending,04/30/2019,0.08566853482786228,0.23433919168740974,0.08456659619450316,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,5,12 month-ending,05/31/2019,0.09047237790232185,0.23359786574351601,0.08949964763918251,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,6,12 month-ending,06/30/2019,0.09287429943955164,0.2324539847261977,0.09231853417899928,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,7,12 month-ending,07/31/2019,0.09367493995196156,0.23214273898895418,0.09302325581395347,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,8,12 month-ending,08/31/2019,0.09047237790232185,0.23176056310070622,0.09020436927413672,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,9,12 month-ending,09/30/2019,0.09367493995196156,0.23170339551631458,0.09302325581395347,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,10,12 month-ending,10/31/2019,0.08967173738991192,0.2313879151431902,0.08949964763918251,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,11,12 month-ending,11/30/2019,0.08967173738991192,0.23029193844427415,0.08949964763918251,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,12,12 month-ending,12/31/2019,0.088871096877502,0.22983274511594298,0.08879492600422832,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,1,12 month-ending,01/31/2020,0.09047237790232185,0.22887995204274864,0.0909090909090909,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,2,12 month-ending,02/29/2020,0.08967173738991192,0.22859226146759243,0.09020436927413672,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,3,12 month-ending,03/31/2020,0.08967173738991192,0.22789751651838822,0.0909090909090909,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,4,12 month-ending,04/30/2020,0.08486789431545236,0.22692963755486828,0.08597603946441154,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,5,12 month-ending,05/31/2020,0.08726981585268213,0.2255306197257279,0.08949964763918251,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,6,12 month-ending,06/30/2020,0.08807045636509207,0.22492718411270482,0.09020436927413672,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,7,12 month-ending,07/31/2020,0.08246597277822257,0.22374466204297358,0.08456659619450316,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,8,12 month-ending,08/31/2020,0.08486789431545236,0.2217744976994017,0.08809020436927413,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,9,12 month-ending,09/30/2020,0.08406725380304243,0.22031540097370156,0.08809020436927413,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,10,12 month-ending,10/31/2020,0.09047237790232185,0.2184831269610003,0.09513742071881606,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,11,12 month-ending,11/30/2020,0.08726981585268213,0.21723470337037315,0.09231853417899928,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2020,12,12 month-ending,12/31/2020,0.09127301841473177,0.21596431260611398,0.09725158562367864,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,1,12 month-ending,01/31/2021,0.088871096877502,0.21380014900625002,0.09584214235377025,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,2,12 month-ending,02/28/2021,0.08807045636509207,0.21214467104157483,0.09584214235377025,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,3,12 month-ending,03/31/2021,0.09287429943955164,0.21145336673402382,0.1014799154334038,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,4,12 month-ending,04/30/2021,0.09607686148919134,0.21084331450243687,0.10500352360817476,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,5,12 month-ending,05/31/2021,0.09447558046437149,0.21020706046133708,0.10359408033826638,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,6,12 month-ending,06/30/2021,0.09847878302642113,0.21000194528585775,0.10782241014799154,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,7,12 month-ending,07/31/2021,0.09927942353883105,0.20954010531010103,0.10923185341789993,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,8,12 month-ending,08/31/2021,0.10648518815052041,0.20899304328724194,0.11698379140239605,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,9,12 month-ending,09/30/2021,0.11369095276220977,0.20889273534981398,0.12544045102184637,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,10,12 month-ending,10/31/2021,0.11529223378702962,0.20871064600693684,0.12684989429175475,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,11,12 month-ending,11/30/2021,0.1232986389111289,0.2086770335846325,0.13601127554615927,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2021,12,12 month-ending,12/31/2021,0.13050440352281825,0.2085354379473661,0.14376321353065538,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,1,12 month-ending,01/31/2022,0.1345076060848679,0.2088437723724415,0.14799154334038053,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,2,12 month-ending,02/28/2022,0.13690952762209768,0.20873764181067733,0.1508104298801973,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,3,12 month-ending,03/31/2022,0.1321056845476381,0.2085134707737341,0.14587737843551796,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,4,12 month-ending,04/30/2022,0.1297037630104083,0.2078417516571321,0.14376321353065538,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,5,12 month-ending,05/31/2022,0.1265012009607686,0.20718061913023222,0.1402396053558844,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,6,12 month-ending,06/30/2022,0.12489991993594875,0.20658618211845597,0.138830162085976,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,7,12 month-ending,07/31/2022,0.12810248198558846,0.20612328348372905,0.1430584918957012,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,8,12 month-ending,08/31/2022,0.12009607686148918,0.2064347938857151,0.13389711064129667,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,9,12 month-ending,09/30/2022,0.11128903122497998,0.2054160992916248,0.12473572938689216,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,10,12 month-ending,10/31/2022,0.10488390712570056,0.20463930827222884,0.11768851303735023,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,11,12 month-ending,11/30/2022,0.09847878302642113,0.20497754981321284,0.1106412966878083,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2022,12,12 month-ending,12/31/2022,0.09047237790232185,0.20508553302817487,0.1014799154334038,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,1,12 month-ending,01/31/2023,0.08486789431545236,0.20531473269522663,0.09513742071881606,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,2,12 month-ending,02/28/2023,0.07846277021617293,0.20509003232879827,0.08809020436927413,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,3,12 month-ending,03/31/2023,0.08166533226581264,0.20482086828562088,0.09161381254404509,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,4,12 month-ending,04/30/2023,0.07926341072858287,0.20415550112284014,0.08949964763918251,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,5,12 month-ending,05/31/2023,0.07686148919135308,0.2042513097596447,0.08668076109936575,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,6,12 month-ending,06/30/2023,0.07365892714171336,0.2038169949171136,0.08315715292459479,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,7,12 month-ending,07/31/2023,0.07365892714171336,0.2028835223701257,0.08386187455954898,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,8,12 month-ending,08/31/2023,0.07045636509207365,0.20164224472754746,0.080338266384778,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,9,12 month-ending,09/30/2023,0.07285828662930344,0.20081066810644285,0.08315715292459479,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,10,12 month-ending,10/31/2023,0.07205764611689351,0.20061164022004224,0.08245243128964058,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,11,12 month-ending,11/30/2023,0.07526020816653323,0.1997726529861461,0.08668076109936575,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2023,12,12 month-ending,12/31/2023,0.07686148919135308,0.1985784856677425,0.08879492600422832,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2024,1,12 month-ending,01/31/2024,0.08086469175340272,0.19798669530339177,0.09372797744890768,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2024,2,12 month-ending,02/29/2024,0.08646917534027221,0.19828179649133948,0.1000704721634954,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2024,3,12 month-ending,03/31/2024,0.08967173738991192,0.19768630082059302,0.10429880197322057,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2024,4,12 month-ending,04/30/2024,0.09287429943955164,0.19792661640683204,0.10782241014799154,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2024,5,12 month-ending,05/31/2024,0.09927942353883105,0.19759340349595655,0.11557434813248765,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2024,6,12 month-ending,06/30/2024,0.09927942353883105,0.19694047557607589,0.11627906976744184,,0,1,0,1,0,0,0,0,0,0,0
10/06/2024,United States,2019,1,12 month-ending,01/31/2019,0.36909527622097676,0.7269562363614949,0.11768851303735023,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,2,12 month-ending,02/28/2019,0.3626901521216973,0.7265727371495342,0.11557434813248765,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,3,12 month-ending,03/31/2019,0.37149719775820655,0.7248407710742608,0.11909795630725861,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,4,12 month-ending,04/30/2019,0.37550040032025617,0.7252952004372261,0.12050739957716702,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,5,12 month-ending,05/31/2019,0.4003202562049639,0.7248603562652098,0.12825933756166313,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,6,12 month-ending,06/30/2019,0.40912730184147317,0.7232175822081772,0.1310782241014799,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,7,12 month-ending,07/31/2019,0.4083266613290632,0.7245784883143899,0.1310782241014799,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,8,12 month-ending,08/31/2019,0.4131305044035228,0.7241367628590673,0.13248766737138828,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,9,12 month-ending,09/30/2019,0.41152922337870296,0.7248487110165375,0.1317829457364341,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,10,12 month-ending,10/31/2019,0.42273819055244194,0.7245930448752304,0.13530655391120505,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,11,12 month-ending,11/30/2019,0.43795036028823053,0.7228504922102549,0.14094432699083861,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2019,12,12 month-ending,12/31/2019,0.4355484387510008,0.722684282751931,0.1402396053558844,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,1,12 month-ending,01/31/2020,0.42273819055244194,0.7219405748253542,0.13601127554615927,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,2,12 month-ending,02/29/2020,0.42514011208967173,0.7227573302208758,0.13671599718111344,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,3,12 month-ending,03/31/2020,0.433146517213771,0.7226294971502223,0.138830162085976,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,4,12 month-ending,04/30/2020,0.4467574059247398,0.7213032621252843,0.14376321353065538,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,5,12 month-ending,05/31/2020,0.4395516413130504,0.718792123047932,0.1416490486257928,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,6,12 month-ending,06/30/2020,0.4435548438751,0.718686521815653,0.1430584918957012,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,7,12 month-ending,07/31/2020,0.4595676541232986,0.716674275778015,0.14869626497533475,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,8,12 month-ending,08/31/2020,0.4651721377101681,0.7129038618555908,0.1515151515151515,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,9,12 month-ending,09/30/2020,0.4819855884707766,0.7106523588906841,0.15715292459478505,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,10,12 month-ending,10/31/2020,0.4859887910328262,0.7072188631855312,0.15926708949964763,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,11,12 month-ending,11/30/2020,0.4739791833466773,0.7044716431578208,0.15644820295983086,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2020,12,12 month-ending,12/31/2020,0.4859887910328262,0.7011059016267618,0.160676532769556,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,1,12 month-ending,01/31/2021,0.5084067253803042,0.6964583887475138,0.16913319238900631,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,2,12 month-ending,02/28/2021,0.5084067253803042,0.6939877433757722,0.16983791402396053,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,3,12 month-ending,03/31/2021,0.5060048038430744,0.6949050713734644,0.16913319238900631,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,4,12 month-ending,04/30/2021,0.500400320256205,0.6961254405013808,0.16701902748414374,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,5,12 month-ending,05/31/2021,0.5068054443554844,0.6965610786676246,0.16913319238900631,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,6,12 month-ending,06/30/2021,0.500400320256205,0.6996163684556679,0.16631430584918958,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,7,12 month-ending,07/31/2021,0.5028022417934347,0.701070171886517,0.16631430584918958,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,8,12 month-ending,08/31/2021,0.5492393915132106,0.7041924218544263,0.1811134601832276,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,9,12 month-ending,09/30/2021,0.610888710968775,0.7078188581569012,0.2001409443269908,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,10,12 month-ending,10/31/2021,0.6405124099279423,0.7105639608666711,0.20930232558139533,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,11,12 month-ending,11/30/2021,0.6581265012009607,0.7152771106020726,0.21353065539112048,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2021,12,12 month-ending,12/31/2021,0.6837469975980784,0.7203676722603559,0.22057787174066243,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2022,1,12 month-ending,01/31/2022,0.7021617293835067,0.72413808618278,0.22480620155038758,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2022,2,12 month-ending,02/28/2022,0.7093674939951962,0.7263816492054102,0.22692036645525018,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2022,3,12 month-ending,03/31/2022,0.6973578863090472,0.7275755518590712,0.222692036645525,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2022,4,12 month-ending,04/30/2022,0.6853482786228983,0.7269281818987842,0.21916842847075405,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2022,5,12 month-ending,05/31/2022,0.6685348278622898,0.7265004836748169,0.21353065539112048,,0,1,0,0,1,0,0,0,0,0,0
10/06/2024,United States,2022,6,12 month-ending,06/30/2022,0.6741393114491593,0.7249643695090335,0.2156448202959831,,0,1,0,0,1,0,0,0,0,0,0
